id,reactants>reagents>production
US07268119B2,[CH3:1][C@:2]1([OH:24])[C@H:3]([n:10]2[n:11][c:12]3[c:13]4[c:14]([cH:15][cH:16][c:17]4[c:18](=[O:22])[nH:19][n:20][cH:21]3)[cH:23]2)[O:4][C@H:5]([CH2:8][OH:9])[C@H:6]1[OH:7]>>[CH3:1][C@:2]1([OH:24])[C@H:3]([N:10]2[N:11]=[C:12]3[C:13]4=[C:17]([CH2:16][CH2:15][C:14]4=[CH:23]2)[C:18](=[O:22])[NH:19][N:20]=[CH:21]3)[O:4][C@H:5]([CH2:8][OH:9])[C@H:6]1[OH:7]
US08129376B2,O=[C:21]([c:19]1[n:18][n:17][n:16](-[c:12]2[cH:11][n:10][cH:15][cH:14][cH:13]2)[cH:20]1)[OH:23].[NH2:53][CH2:54][C:55](=[O:56])[N:57]1[CH2:58][CH2:59][CH:60]([O:63][c:64]2[c:65]([Cl:70])[cH:66][cH:67][cH:68][cH:69]2)[CH2:61][CH2:62]1>>[n:10]1[cH:11][c:12](-[n:16]2[n:17][n:18][c:19]([C:21](=[O:23])[NH:53][CH2:54][C:55](=[O:56])[N:57]3[CH2:58][CH2:59][CH:60]([O:63][c:64]4[c:65]([Cl:70])[cH:66][cH:67][cH:68][cH:69]4)[CH2:61][CH2:62]3)[cH:20]2)[cH:13][cH:14][cH:15]1
US08816079B2,C[O:8][C:6]([c:5]1[c:4]([N+:12](=[O:13])[O-:14])[cH:3][c:2]([NH2:1])[cH:11][cH:10]1)=[O:7].Cl[CH2:16][CH2:17][CH2:18][S:19](Cl)(=[O:20])=[O:21]>>[N:1]1([c:2]2[cH:3][c:4]([N+:12](=[O:13])[O-:14])[c:5]([C:6](=[O:7])[OH:8])[cH:10][cH:11]2)[CH2:16][CH2:17][CH2:18][S:19]1(=[O:20])=[O:21]
US07718688B2,O=C(OCc1ccccc1)[NH:16][CH2:15][CH2:14][O:13][P:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])(=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][P:6](=[O:7])([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[O:13][CH2:14][CH2:15][NH2:16]
US08242133B2,F[c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[o:9][c:10]2[c:11]([n:12]1)[cH:13][c:14]([C:17]([F:18])([F:19])[F:20])[cH:15][cH:16]2.[CH3:27][O:28][CH2:29][CH2:30][OH:31]>>[c:2]1([O:31][CH2:30][CH2:29][O:28][CH3:27])[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[o:9][c:10]2[c:11]([n:12]1)[cH:13][c:14]([C:17]([F:18])([F:19])[F:20])[cH:15][cH:16]2
US09212190B2,[NH2:1][CH:2]([CH2:3][C@@H:4]1[c:5]2[c:6]3[c:7]([O:16][CH:17]4[CH2:18][CH2:19][CH:20]([N:23]([C:24]([O:25][C:26]([CH3:27])([CH3:28])[CH3:29])=[O:30])[CH3:31])[CH2:21][CH2:22]4)[n:8][cH:9][n:10][c:11]3[s:12][c:13]2[CH2:14][CH2:15]1)[C:32]#[N:33].Cl[C:42](=[O:43])[O:44][CH2:45][c:46]1[cH:47][cH:48][cH:49][cH:50][cH:51]1>>[NH:1]([CH:2]([CH2:3][C@@H:4]1[c:5]2[c:6]3[c:7]([O:16][CH:17]4[CH2:18][CH2:19][CH:20]([N:23]([C:24]([O:25][C:26]([CH3:27])([CH3:28])[CH3:29])=[O:30])[CH3:31])[CH2:21][CH2:22]4)[n:8][cH:9][n:10][c:11]3[s:12][c:13]2[CH2:14][CH2:15]1)[C:32]#[N:33])[C:42](=[O:43])[O:44][CH2:45][c:46]1[cH:47][cH:48][cH:49][cH:50][cH:51]1
US05428065,C[O:2][C:3](=O)[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][c:9]1[cH:10][cH:11][c:12](-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:13][cH:14]1>>[OH:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][c:9]1[cH:10][cH:11][c:12](-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:13][cH:14]1
US08053438B2,[O:1]1[CH2:2][C:3]([c:7]2[c:8]([O:13][c:14]3[cH:15][cH:16][c:17]([NH2:18])[cH:19][cH:20]3)[n:9][cH:10][cH:11][n:12]2)=[CH:4][CH2:5][CH2:6]1>>[O:1]1[CH2:2][CH:3]([c:7]2[c:8]([O:13][c:14]3[cH:15][cH:16][c:17]([NH2:18])[cH:19][cH:20]3)[n:9][cH:10][cH:11][n:12]2)[CH2:4][CH2:5][CH2:6]1
US06696473B2,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[c:8]1[n:9][cH:10][s:11]2.CS[S:18][CH3:17]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[c:8]1[n:9][c:10]([S:18][CH3:17])[s:11]2
US07943619B2,Cl[c:2]1[n:3][n:4][c:5]([O:8][CH2:9][c:10]2[c:11](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[n:12][o:13][c:14]2[CH3:15])[cH:6][cH:7]1.[NH:22]1[CH2:23][CH2:24][CH2:25][CH2:26]1>>[c:2]1([N:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)[n:3][n:4][c:5]([O:8][CH2:9][c:10]2[c:11](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[n:12][o:13][c:14]2[CH3:15])[cH:6][cH:7]1
US08093253B2,Br[c:2]1[cH:3][c:4]([O:9][CH3:10])[cH:5][c:6]([Br:8])[cH:7]1.[CH2:11]([CH2:12][CH3:13])[S-:14]>>[c:2]1([S:14][CH2:11][CH2:12][CH3:13])[cH:3][c:4]([O:9][CH3:10])[cH:5][c:6]([Br:8])[cH:7]1
US08809342B2,C[O:17][C:15]([CH2:14][CH2:13][NH:12][C:10]([c:9]1[cH:8][n:7][c:6]([O:5][CH:4]([CH2:3][CH:2]([CH3:1])[CH3:37])[c:21]2[cH:22][cH:23][c:24](-[c:27]3[cH:28][cH:29][c:30]([C:33]([F:34])([F:35])[F:36])[cH:31][cH:32]3)[cH:25][cH:26]2)[cH:20][cH:19]1)=[O:11])=[O:16]>>[CH3:1][CH:2]([CH2:3][CH:4]([O:5][c:6]1[n:7][cH:8][c:9]([C:10](=[O:11])[NH:12][CH2:13][CH2:14][C:15](=[O:16])[OH:17])[cH:19][cH:20]1)[c:21]1[cH:22][cH:23][c:24](-[c:27]2[cH:28][cH:29][c:30]([C:33]([F:34])([F:35])[F:36])[cH:31][cH:32]2)[cH:25][cH:26]1)[CH3:37]
US05599966,Br[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12](=[O:13])[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.[NH2:22][CH2:23][CH:24]([OH:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH2:7]([CH2:8][CH2:9][CH2:10][CH2:11][C:12](=[O:13])[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[NH:22][CH2:23][CH:24]([OH:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1
US05380899,[CH2:1]([CH2:2][NH2:3])[NH2:4].N#[C:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH3:22]>>[CH2:1]1[CH2:2][NH:3][C:22]([CH2:21][CH2:20][CH2:19][CH2:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH3:5])=[N:4]1
US08242126B2,O=[N+:15]([O-])[c:8]1[cH:7][cH:6][c:5]([O:4][CH2:3][CH:2]([F:1])[F:18])[cH:14][c:9]1[C:10](=[O:11])[O:12][CH3:13]>>[F:1][CH:2]([CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]([NH2:15])[c:9]([C:10](=[O:11])[O:12][CH3:13])[cH:14]1)[F:18]
US06174874B1,CS[c:35]1[cH:34][cH:33][c:32]([C:8]([CH2:7][c:6]2[cH:5][cH:4][c:3]([C:2]([F:1])([P:42](O)(=[O:43])[OH:45])[F:46])[cH:41][cH:40]2)([CH2:9][c:10]2[cH:11][cH:12][c:13](OP(=O)(O)C(F)F)[cH:14][cH:15]2)[C:23](=[O:24])[c:25]2[cH:26][c:27](F)[cH:28][cH:29][cH:30]2)[cH:37][cH:36]1.C1COCCOCCO[CH2:47]COCCOCCO1.[CH3:65][C:66]([CH3:67])([O-:68])[CH3:69].CC(C)(C)[O:82][C:80]([C:79](c1ccc(CBr)cc1)([F:87])[F:88])=[O:81].C1O[CH2:93][CH2:89][CH2:90]1>>[F:1][C:2]([c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8]([CH2:9][c:10]2[cH:11][cH:12][c:13]([C:79]([C:80](=[O:81])[OH:82])([F:87])[F:88])[cH:14][cH:15]2)([C:23](=[O:24])[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[cH:40][cH:41]1)([P:42](=[O:43])([O:45][C:89]([CH3:47])([CH3:90])[CH3:93])[O:68][C:66]([CH3:65])([CH3:67])[CH3:69])[F:46]
US08697873B2,CCO[C:19]([CH2:18][CH2:17][n:5]1[c:4]([CH2:1][CH2:2][CH3:3])[n:16][c:7]2[c:6]1[c:15]1[c:10]([n:9][cH:8]2)[cH:11][cH:12][cH:13][cH:14]1)=[O:20].[CH2:24]([CH2:25][CH3:26])[NH2:27]>>[CH2:1]([CH2:2][CH3:3])[c:4]1[n:5]([CH2:17][CH2:18][C:19](=[O:20])[NH:27][CH2:24][CH2:25][CH3:26])[c:6]2[c:7]([cH:8][n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]23)[n:16]1
US07943788B2,[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][cH:6][c:7](-[c:10]2[s:11][cH:12][cH:13][cH:14]2)[cH:8][cH:9]1.O=[CH:21][c:20]1[c:19]([F:24])[cH:18][cH:17][c:16]([Br:15])[cH:23]1>>[CH2:1]([CH3:2])[O:3][c:4]1[cH:5][cH:6][c:7](-[c:10]2[s:11][c:12]([CH2:21][c:20]3[c:19]([F:24])[cH:18][cH:17][c:16]([Br:15])[cH:23]3)[cH:13][cH:14]2)[cH:8][cH:9]1
US03984460,C[CH:2]([CH2:1][NH:22][C:23]([CH2:24][CH2:25][c:26]1[c:27]([CH3:38])[c:28]([CH3:37])[c:29]([OH:36])[c:30]([C:32]([CH3:33])([CH3:34])[CH3:35])[cH:31]1)=[O:39])[NH:4][C:5]([CH2:6][CH2:7][c:8]1[c:9]([CH3:20])[c:10]([CH3:19])[c:11]([OH:18])[c:12]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:13]1)=[O:21]>>[CH2:1]([CH2:2][NH:4][C:5]([CH2:6][CH2:7][c:8]1[c:9]([CH3:20])[c:10]([CH3:19])[c:11]([OH:18])[c:12]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:13]1)=[O:21])[NH:22][C:23]([CH2:24][CH2:25][c:26]1[c:27]([CH3:38])[c:28]([CH3:37])[c:29]([OH:36])[c:30]([C:32]([CH3:33])([CH3:34])[CH3:35])[cH:31]1)=[O:39]
US06924376B2,CC(C)(C)OC(=O)[NH:7][CH2:8][CH2:9][NH:10][CH:11]([CH:12]([CH3:13])[CH3:14])[c:15]1[o:16][c:17]2[cH:18][c:19]([Cl:33])[cH:20][cH:21][c:22]2[c:23](=[O:32])[c:24]1[CH2:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[NH2:7][CH2:8][CH2:9][NH:10][CH:11]([CH:12]([CH3:13])[CH3:14])[c:15]1[o:16][c:17]2[cH:18][c:19]([Cl:33])[cH:20][cH:21][c:22]2[c:23](=[O:32])[c:24]1[CH2:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1
US08354441B2,c1ccc(C(c2ccccc2)=[N:21][c:18]2[cH:17][cH:16][c:15]([CH2:14][CH2:13][C@@H:12]3[N:8]([C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[C:9]([CH3:36])([CH3:37])[O:10][C@H:11]3[CH3:35])[cH:20][cH:19]2)cc1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[C:9]([CH3:36])([CH3:37])[O:10][C@@H:11]([CH3:35])[C@@H:12]1[CH2:13][CH2:14][c:15]1[cH:16][cH:17][c:18]([NH2:21])[cH:19][cH:20]1
US07371777B2,C[O:15][C:13]([C:8]1([CH2:7][c:6]2[cH:5][c:4]([CH2:3][NH3+:2])[c:19]([O:20][CH3:21])[cH:18][cH:17]2)[O:9][CH2:10][CH2:11][CH2:12]1)=[O:14].O[C:25]([c:24]1[c:23]([Cl:22])[cH:31][c:30]([O:32][CH2:33][CH2:34][CH3:35])[cH:29][cH:28]1)=[O:26]>>[NH:2]([CH2:3][c:4]1[cH:5][c:6]([CH2:7][C:8]2([C:13](=[O:14])[OH:15])[O:9][CH2:10][CH2:11][CH2:12]2)[cH:17][cH:18][c:19]1[O:20][CH3:21])[C:25]([c:24]1[c:23]([Cl:22])[cH:31][c:30]([O:32][CH2:33][CH2:34][CH3:35])[cH:29][cH:28]1)=[O:26]
US08324395B2,[NH2:1][c:2]1[s:3][c:4]2[c:5]([n:6]1)[cH:7][cH:8][c:9]([O:11][c:12]1[cH:13][c:14]([NH:20][C:21]([c:22]3[cH:23][c:24]([C:28]([CH3:29])([CH3:30])[C:31]#[N:32])[cH:25][cH:26][cH:27]3)=[O:33])[cH:15][cH:16][c:17]1[O:18][CH3:19])[cH:10]2.O[C:39]([c:37]1[n:36][cH:35][o:34][cH:38]1)=[O:40]>>[NH:1]([c:2]1[s:3][c:4]2[c:5]([n:6]1)[cH:7][cH:8][c:9]([O:11][c:12]1[cH:13][c:14]([NH:20][C:21]([c:22]3[cH:23][c:24]([C:28]([CH3:29])([CH3:30])[C:31]#[N:32])[cH:25][cH:26][cH:27]3)=[O:33])[cH:15][cH:16][c:17]1[O:18][CH3:19])[cH:10]2)[C:39]([c:37]1[n:36][cH:35][o:34][cH:38]1)=[O:40]
US05021481,[CH2:1]([CH2:2][CH2:3][CH3:4])[NH:5][CH:6]1[CH2:7][C:8]([CH3:23])([CH3:24])[N:9]([O:14][CH:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[CH3:22])[C:10]([CH3:12])([CH3:13])[CH2:11]1.Cl[P:26]1[O:27][CH2:28][C:29]([CH3:32])([CH3:33])[CH2:30][O:31]1>>[CH2:1]([CH2:2][CH2:3][CH3:4])[N:5]([CH:6]1[CH2:7][C:8]([CH3:23])([CH3:24])[N:9]([O:14][CH:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[CH3:22])[C:10]([CH3:12])([CH3:13])[CH2:11]1)[P:26]1[O:27][CH2:28][C:29]([CH3:32])([CH3:33])[CH2:30][O:31]1
US08263610B2,COc1ccc(C[n:8]2[n:9][cH:10][c:11]3[c:12]2[n:13][cH:14][c:15]2[c:20]3[CH2:19][CH2:18][CH:17]([NH:21][C:22](=[O:23])[NH:24][c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)[CH2:16]2)cc1>>[nH:8]1[n:9][cH:10][c:11]2[c:12]1[n:13][cH:14][c:15]1[c:20]2[CH2:19][CH2:18][CH:17]([NH:21][C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[CH2:16]1
US03966736,[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:25][c:26]1[CH3:27])[N:6]([C:19]([CH2:20][N:21]([CH3:22])[CH3:23])=[O:24])[c:7]1[c:8]([cH:15][cH:16][cH:17][n:18]1)-[c:9]1[n:10]-2[c:11](=[O:14])[nH:12][n:13]1.Cl[CH2:34][CH2:33][CH2:32][N:31]([CH3:30])[CH3:36]>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:25][c:26]1[CH3:27])[N:6]([C:19]([CH2:20][N:21]([CH3:22])[CH3:23])=[O:24])[c:7]1[c:8]([cH:15][cH:16][cH:17][n:18]1)-[c:9]1[n:10]-2[c:11](=[O:14])[n:12]([CH2:34][CH2:33][CH2:32][N:31]([CH3:30])[CH3:36])[n:13]1
US08222416B2,Cc1ccc(S(=O)(=O)O[C:20]([c:11]2[n:10]([S:7]([c:1]3[cH:2][cH:3][cH:4][cH:5][cH:6]3)(=[O:8])=[O:9])[c:14]3[c:13]([cH:12]2)[cH:18][c:17]([CH3:19])[cH:16][n:15]3)=[CH:21][CH:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)cc1.OB(O)[c:45]1[cH:44][cH:43][c:42]([S:39]([CH3:38])(=[O:40])=[O:41])[cH:47][cH:46]1>>[c:1]1([S:7](=[O:8])(=[O:9])[n:10]2[c:11]([C:20](=[CH:21][CH:22]3[CH2:23][CH2:24][CH2:25][CH2:26]3)[c:45]3[cH:44][cH:43][c:42]([S:39]([CH3:38])(=[O:40])=[O:41])[cH:47][cH:46]3)[cH:12][c:13]3[c:14]2[n:15][cH:16][c:17]([CH3:19])[cH:18]3)[cH:2][cH:3][cH:4][cH:5][cH:6]1
US07910595B2,CC(C)(C)OC(=O)[NH:39][c:36]1[cH:35][cH:34][c:33]([S:32][c:16]2[c:15]([NH:14][c:8]3[c:7]4[cH:6][cH:5][c:4]([CH:1]([CH3:2])[CH3:3])[cH:13][c:12]4[n:11][cH:10][n:9]3)[cH:20][c:19]([C:21]([NH:22][C@@H:23]([CH3:24])[c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)=[O:31])[cH:18][cH:17]2)[cH:38][cH:37]1>>[CH:1]([CH3:2])([CH3:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([NH:14][c:15]3[c:16]([S:32][c:33]4[cH:34][cH:35][c:36]([NH2:39])[cH:37][cH:38]4)[cH:17][cH:18][c:19]([C:21]([NH:22][C@@H:23]([CH3:24])[c:25]4[cH:26][cH:27][cH:28][cH:29][cH:30]4)=[O:31])[cH:20]3)[n:9][cH:10][n:11][c:12]2[cH:13]1
US06495541B1,[c:1]1(-[c:7]2[nH:8][c:9]3[cH:10][cH:11][cH:12][c:13]4[c:14]3[c:15]2[CH2:16][CH2:17][NH:18][C:19]4=[O:20])[cH:2][cH:3][cH:4][cH:5][cH:6]1.OB(O)c1ccc([C:21](=[O:22])[OH:23])cc1>>[c:1]1(-[c:7]2[nH:8][c:9]3[cH:10][cH:11][cH:12][c:13]4[c:14]3[c:15]2[CH2:16][CH2:17][NH:18][C:19]4=[O:20])[cH:2][cH:3][c:4]([C:21](=[O:22])[OH:23])[cH:5][cH:6]1
US06353006B1,[CH3:1][c:2]1[c:3]([N:12]=[C:13]2[NH:14][C:15]3([CH2:16][S:17]2)[CH2:18][CH2:19][CH2:20][CH2:21]3)[c:4]([N+:9](=[O:10])[O-:11])[cH:5][cH:6][c:7]1[CH3:8].Br[CH:22]1[CH2:23][CH2:24][CH2:25][CH2:26]1>>[CH3:1][c:2]1[c:3]([N:12]=[C:13]2[N:14]([CH:22]3[CH2:23][CH2:24][CH2:25][CH2:26]3)[C:15]3([CH2:16][S:17]2)[CH2:18][CH2:19][CH2:20][CH2:21]3)[c:4]([N+:9](=[O:10])[O-:11])[cH:5][cH:6][c:7]1[CH3:8]
US06531491B1,[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)=[N:14][c:15]1[cH:16][c:17]([OH:21])[cH:18][cH:19][cH:20]1.Cl[C:23]1=[CH:24][C:25](=[O:29])[CH2:26][CH2:27][CH2:28]1>>[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)=[N:14][c:15]1[cH:16][c:17]([O:21][C:23]2=[CH:24][C:25](=[O:29])[CH2:26][CH2:27][CH2:28]2)[cH:18][cH:19][cH:20]1
US05059609,[c:1]1([OH:7])[cH:2][cH:3][cH:4][cH:5][cH:6]1.Br[CH:24]1[C:23](=[O:29])[c:22]2[c:21]([cH:20][cH:19][c:18]([O:17][CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[cH:30]2)[O:27][CH2:26][CH2:25]1>>[c:1]1([O:7][CH:24]2[C:23](=[O:29])[c:22]3[c:21]([cH:20][cH:19][c:18]([O:17][CH2:10][c:11]4[cH:12][cH:13][cH:14][cH:15][cH:16]4)[cH:30]3)[O:27][CH2:26][CH2:25]2)[cH:2][cH:3][cH:4][cH:5][cH:6]1
US06689909B1,C[Si](C)(C)[O:8][C@@:3]([C:2]([F:1])([F:13])[F:14])([C:4](Cl)=[O:5])[CH3:7].[C:15]([CH3:16])(=[O:17])[NH:18][c:19]1[c:20]([Cl:34])[c:21]([NH2:22])[cH:23][cH:24][c:25]1[S:26][c:27]1[cH:28][cH:29][c:30]([F:33])[cH:31][cH:32]1>>[F:1][C:2]([C@:3]([C:4](=[O:5])[NH:22][c:21]1[c:20]([Cl:34])[c:19]([NH:18][C:15]([CH3:16])=[O:17])[c:25]([S:26][c:27]2[cH:28][cH:29][c:30]([F:33])[cH:31][cH:32]2)[cH:24][cH:23]1)([CH3:7])[OH:8])([F:13])[F:14]
US08134015B2,Cl[CH2:20][c:16]1[cH:15][c:14]([C:13]([NH:12][c:5]2[cH:4][cH:3][c:2]([Br:1])[cH:11][c:6]2[C:7](=[O:8])[O:9][CH3:10])=[O:22])[cH:19][cH:18][cH:17]1.[SH:30][c:31]1[cH:32][cH:33][n:34][cH:35][cH:36]1>>[Br:1][c:2]1[cH:3][cH:4][c:5]([NH:12][C:13]([c:14]2[cH:15][c:16]([CH2:20][S:30][c:31]3[cH:32][cH:33][n:34][cH:35][cH:36]3)[cH:17][cH:18][cH:19]2)=[O:22])[c:6]([C:7](=[O:8])[O:9][CH3:10])[cH:11]1
US05866611,[C:1]([CH3:2])(=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]([OH:11])[cH:9][cH:10]1.Br[CH2:12][CH:13]=[CH2:14]>>[C:1]([CH3:2])(=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]([O:11][CH2:14][CH:13]=[CH2:12])[cH:9][cH:10]1
US08546404B2,CC(=O)[O:20][CH:18]([C:6]1([C:4]([O:3][CH3:2])=[O:5])[CH2:7][N:8]([CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:9][CH2:10]1)[CH3:19]>>[CH3:2][O:3][C:4](=[O:5])[C:6]1([CH:18]([CH3:19])[OH:20])[CH2:7][N:8]([CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:9][CH2:10]1
US04440927,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C@H:9]1[CH2:10][C@@H:11]([O:12][CH3:13])[O:14][C@H:15]([CH2:18][O:19][C:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)([c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[C@H:16]1[OH:17].Cl[S:45]([c:42]1[cH:41][cH:40][c:39]([CH3:49])[cH:44][cH:43]1)(=[O:46])=[O:47]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][C@H:9]1[CH2:10][C@@H:11]([O:12][CH3:13])[O:14][C@H:15]([CH2:18][O:19][C:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)([c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[C@H:16]1[O:17][S:45]([c:42]1[cH:41][cH:40][c:39]([CH3:49])[cH:44][cH:43]1)(=[O:46])=[O:47]
US07622492B2,[F:1][c:2]1[c:3](-[n:9]2[nH:10][c:11]3[c:16]([c:17]2=[O:18])[C@H:15]2[CH2:14][CH2:13][C@:12]3([CH3:22])[C:19]2([CH3:20])[CH3:21])[cH:4][cH:5][c:6]([F:8])[cH:7]1.Br[CH2:27][c:26]1[c:25]([C:24]([F:23])([F:33])[F:34])[cH:32][cH:31][cH:30][cH:29]1>>[F:1][c:2]1[c:3](-[n:9]2[n:10]([CH2:27][c:26]3[c:25]([C:24]([F:23])([F:33])[F:34])[cH:32][cH:31][cH:30][cH:29]3)[c:11]3[c:16]([c:17]2=[O:18])[C@H:15]2[CH2:14][CH2:13][C@:12]3([CH3:22])[C:19]2([CH3:20])[CH3:21])[cH:4][cH:5][c:6]([F:8])[cH:7]1
US05948820,>>[OH:4][CH2:5][C:6]([CH2:7][CH2:8][CH3:9])([CH2:10][CH2:11][c:12]1[cH:13][c:14]([O:18][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH3:30])[cH:15][cH:16][cH:17]1)[NH2:19]
US08685969B2,[CH3:1][c:2]1[c:3]([O:11][c:12]2[cH:13][n:14][cH:15][n:16][cH:17]2)[cH:4][c:5]2[cH:6][cH:7][nH:8][c:9]2[cH:10]1.[F:18][c:19]1[c:20](/[CH:25]=[CH:26]/[N+:27](=[O:28])[O-:29])[cH:21][cH:22][cH:23][cH:24]1>>[CH3:1][c:2]1[c:3]([O:11][c:12]2[cH:13][n:14][cH:15][n:16][cH:17]2)[cH:4][c:5]2[c:6]([CH:25]([c:20]3[c:19]([F:18])[cH:24][cH:23][cH:22][cH:21]3)[CH2:26][N+:27](=[O:28])[O-:29])[cH:7][nH:8][c:9]2[cH:10]1
US08431563B2,O[C:21]([C@@H:9]1[N:8]([C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[CH2:13][CH2:12][N:11]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:10]1)=[O:22].[CH3:48][CH:49]([CH3:50])[NH2:51]>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[C@@H:9]([C:21](=[O:22])[NH:51][CH:49]([CH3:48])[CH3:50])[CH2:10][N:11]([C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[CH3:20])[CH2:12][CH2:13]1
US06787534B2,O=[C:1]([CH3:2])[NH:4][CH2:5][CH2:6][c:7]1[cH:8][c:9]([NH:13][C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:10][cH:11][cH:12]1>>[C:1]1([CH3:2])=[N:4][CH2:5][CH2:6][c:7]2[cH:8][c:9]([NH:13][C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:10][cH:11][c:12]21
